Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/4/2022,2022,1,4,700,United States,US-NJ-009,New Jersey,Cape May,Stevens Street-yard,38.9417118,-74.9477327,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/4/2022,2022,1,4,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/4/2022,2022,1,4,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/6/2022,2022,1,6,817,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/7/2022,2022,1,7,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/8/2022,2022,1,8,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/8/2022,2022,1,8,829,United States,US-AL-003,Alabama,Baldwin,"601 W Orchid Ave, Foley US-AL 30.41158, -87.69411",30.411578,-87.694108,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/8/2022,2022,1,8,829,United States,US-AL-003,Alabama,Baldwin,"601 W Orchid Ave, Foley US-AL 30.41158, -87.69411",30.411578,-87.694108,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/8/2022,2022,1,8,1047,United States,US-FL-057,Florida,Hillsborough,US-FL-Valrico-2515 Culbreath Cove Ct - 27.8784x-82.2430,27.878442,-82.242973,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/9/2022,2022,1,9,820,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/10/2022,2022,1,10,724,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/10/2022,2022,1,10,724,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/10/2022,2022,1,10,724,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/11/2022,2022,1,11,655,United States,US-NJ-009,New Jersey,Cape May,Stevens Street-yard,38.9417118,-74.9477327,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/11/2022,2022,1,11,819,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/12/2022,2022,1,12,818,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/13/2022,2022,1,13,815,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/14/2022,2022,1,14,815,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/15/2022,2022,1,15,817,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/16/2022,2022,1,16,814,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/18/2022,2022,1,18,725,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/18/2022,2022,1,18,1033,United States,US-FL-021,Florida,Collier,Chokoloskee--Smallwood Store,25.8093473,-81.3595963,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/19/2022,2022,1,19,1415,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/20/2022,2022,1,20,822,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/21/2022,2022,1,21,732,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/21/2022,2022,1,21,836,United States,US-FL-053,Florida,Hernando,"Private Location Brooksville, Florida, US (28.525, -82.339)",28.5254559,-82.3386788,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/21/2022,2022,1,21,836,United States,US-FL-053,Florida,Hernando,"Private Location Brooksville, Florida, US (28.525, -82.339)",28.5254559,-82.3386788,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/21/2022,2022,1,21,845,United States,US-FL-053,Florida,Hernando,"Cedar Lane, Private Property",28.5256628,-82.3382378,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/22/2022,2022,1,22,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/24/2022,2022,1,24,820,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/26/2022,2022,1,26,822,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/26/2022,2022,1,26,822,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/27/2022,2022,1,27,814,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/29/2022,2022,1,29,758,United States,US-GA-127,Georgia,Glynn,Brunswick—Island View Neighborhood,31.192382,-81.467382,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/29/2022,2022,1,29,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/29/2022,2022,1,29,830,United States,US-NJ-009,New Jersey,Cape May,Stevens Street-yard,38.9417118,-74.9477327,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/29/2022,2022,1,29,830,United States,US-NJ-009,New Jersey,Cape May,Stevens Street-yard,38.9417118,-74.9477327,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/29/2022,2022,1,29,830,United States,US-NJ-009,New Jersey,Cape May,Stevens Street-yard,38.9417118,-74.9477327,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/29/2022,2022,1,29,830,United States,US-NJ-009,New Jersey,Cape May,Stevens Street-yard,38.9417118,-74.9477327,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/30/2022,2022,1,30,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/2/2022,2022,2,2,813,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/5/2022,2022,2,5,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/5/2022,2022,2,5,1054,United States,US-FL-057,Florida,Hillsborough,Backes Home (Private Residence),27.915682,-82.257201,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/5/2022,2022,2,5,1054,United States,US-FL-057,Florida,Hillsborough,Backes Home (Private Residence),27.915682,-82.257201,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/6/2022,2022,2,6,816,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/6/2022,2022,2,6,1433,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/6/2022,2022,2,6,1433,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/8/2022,2022,2,8,740,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/8/2022,2022,2,8,740,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/8/2022,2022,2,8,740,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/8/2022,2022,2,8,740,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/9/2022,2022,2,9,1227,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/9/2022,2022,2,9,1227,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/14/2022,2022,2,14,802,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/14/2022,2022,2,14,802,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/16/2022,2022,2,16,1141,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/16/2022,2022,2,16,1141,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/19/2022,2022,2,19,1100,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/19/2022,2022,2,19,1225,United States,US-FL-086,Florida,Miami-Dade,Manfredi Residence (Private Property),25.467987,-80.520196,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/19/2022,2022,2,19,1225,United States,US-FL-086,Florida,Miami-Dade,Manfredi Residence (Private Property),25.467987,-80.520196,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/21/2022,2022,2,21,949,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/21/2022,2022,2,21,1630,United States,US-FL-117,Florida,Seminole,Cordova Drive,28.7905408,-81.2722816,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/22/2022,2022,2,22,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/23/2022,2022,2,23,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/24/2022,2022,2,24,700,United States,US-TX-215,Texas,Hidalgo,Estero Llano Grande SP--Tropical Zone only,26.124386,-97.9585648,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/24/2022,2022,2,24,842,United States,US-FL-101,Florida,Pasco,Lutz Home,28.1749093,-82.4546671,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/24/2022,2022,2,24,842,United States,US-FL-101,Florida,Pasco,Lutz Home,28.1749093,-82.4546671,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/24/2022,2022,2,24,842,United States,US-FL-101,Florida,Pasco,Lutz Home,28.1749093,-82.4546671,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/26/2022,2022,2,26,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/26/2022,2022,2,26,815,United States,US-FL-101,Florida,Pasco,Lutz Home,28.1749093,-82.4546671,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/27/2022,2022,2,27,801,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/27/2022,2022,2,27,925,United States,US-FL-101,Florida,Pasco,Lutz Home,28.1749093,-82.4546671,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/28/2022,2022,2,28,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/28/2022,2022,2,28,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/2/2022,2022,3,2,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/2/2022,2022,3,2,1235,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/3/2022,2022,3,3,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/4/2022,2022,3,4,700,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/6/2022,2022,3,6,857,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/7/2022,2022,3,7,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/8/2022,2022,3,8,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/9/2022,2022,3,9,1550,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/9/2022,2022,3,9,1550,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/10/2022,2022,3,10,805,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/11/2022,2022,3,11,756,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/11/2022,2022,3,11,756,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/11/2022,2022,3,11,1430,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/14/2022,2022,3,14,1135,United States,US-FL-109,Florida,St. Johns,Mill Creek Landing Neighborhood,30.0646346,-81.6133289,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/15/2022,2022,3,15,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/15/2022,2022,3,15,1400,United States,US-FL-099,Florida,Palm Beach,Young home,26.5052465,-80.1397812,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/15/2022,2022,3,15,1400,United States,US-FL-099,Florida,Palm Beach,Young home,26.5052465,-80.1397812,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/16/2022,2022,3,16,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/16/2022,2022,3,16,1010,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/17/2022,2022,3,17,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/17/2022,2022,3,17,1515,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/18/2022,2022,3,18,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/19/2022,2022,3,19,1800,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/19/2022,2022,3,19,1800,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/20/2022,2022,3,20,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/20/2022,2022,3,20,1300,United States,US-TX-157,Texas,Fort Bend,Providence Subdivision,29.682,-95.644,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/21/2022,2022,3,21,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/21/2022,2022,3,21,800,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/21/2022,2022,3,21,1530,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/22/2022,2022,3,22,848,United States,US-FL-101,Florida,Pasco,Lutz Home,28.1749093,-82.4546671,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/22/2022,2022,3,22,848,United States,US-FL-101,Florida,Pasco,Lutz Home,28.1749093,-82.4546671,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/22/2022,2022,3,22,1120,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/23/2022,2022,3,23,720,United States,US-MS-059,Mississippi,Jackson,Pascagoula Johnston yard,30.3525543,-88.5297382,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/23/2022,2022,3,23,720,United States,US-MS-059,Mississippi,Jackson,Pascagoula Johnston yard,30.3525543,-88.5297382,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/23/2022,2022,3,23,1340,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/23/2022,2022,3,23,1340,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/23/2022,2022,3,23,1340,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,730,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1300,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1302,United States,US-FL-001,Florida,Alachua,My Yard List,29.759887,-82.4155555,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/24/2022,2022,3,24,1700,United States,US-TX-157,Texas,Fort Bend,Providence Subdivision,29.682,-95.644,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/25/2022,2022,3,25,640,United States,US-AL-003,Alabama,Baldwin,12675 Waxwing Ave. (private),30.68596,-87.8065796,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/25/2022,2022,3,25,640,United States,US-AL-003,Alabama,Baldwin,12675 Waxwing Ave. (private),30.68596,-87.8065796,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/25/2022,2022,3,25,640,United States,US-AL-003,Alabama,Baldwin,12675 Waxwing Ave. (private),30.68596,-87.8065796,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/25/2022,2022,3,25,715,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/25/2022,2022,3,25,735,United States,US-FL-071,Florida,Lee,North Captiva,26.5857877,-82.2149725,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2022,2022,3,26,735,United States,US-NC-119,North Carolina,Mecklenburg,Yard and Neighborhood,35.0957713,-80.7569573,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2022,2022,3,26,740,United States,US-FL-115,Florida,Sarasota,The Celery Fields,27.3253186,-82.4336821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2022,2022,3,26,821,United States,US-FL-115,Florida,Sarasota,Bay Street Park,27.196773,-82.4838643,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2022,2022,3,26,821,United States,US-FL-115,Florida,Sarasota,Bay Street Park,27.196773,-82.4838643,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2022,2022,3,26,859,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2022,2022,3,26,859,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2022,2022,3,26,1702,United States,US-FL-095,Florida,Orange,Tibet-Butler Preserve,28.4431855,-81.5411282,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2022,2022,3,27,722,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2022,2022,3,27,722,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2022,2022,3,27,736,United States,US-FL-115,Florida,Sarasota,The Celery Fields,27.3253186,-82.4336821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2022,2022,3,27,736,United States,US-FL-115,Florida,Sarasota,The Celery Fields,27.3253186,-82.4336821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2022,2022,3,27,736,United States,US-FL-115,Florida,Sarasota,The Celery Fields,27.3253186,-82.4336821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2022,2022,3,27,736,United States,US-FL-115,Florida,Sarasota,The Celery Fields,27.3253186,-82.4336821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2022,2022,3,27,736,United States,US-FL-115,Florida,Sarasota,The Celery Fields,27.3253186,-82.4336821,Adult Male – 1,
