Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/22/2022,2022,12,22,1041,United States,US-FL-101,Florida,Pasco,"St. Leo Abbey, The Grotto",28.3341176,-82.2603625,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/22/2022,2022,12,22,1041,United States,US-FL-101,Florida,Pasco,"St. Leo Abbey, The Grotto",28.3341176,-82.2603625,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/22/2022,2022,12,22,1041,United States,US-FL-101,Florida,Pasco,"St. Leo Abbey, The Grotto",28.3341176,-82.2603625,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/22/2022,2022,12,22,1041,United States,US-FL-101,Florida,Pasco,"St. Leo Abbey, The Grotto",28.3341176,-82.2603625,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/24/2022,2022,12,24,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/24/2022,2022,12,24,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/26/2022,2022,12,26,1028,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/26/2022,2022,12,26,1028,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/26/2022,2022,12,26,1028,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/28/2022,2022,12,28,800,United States,US-NC-139,North Carolina,Pasquotank,Dances Bay,36.1856471,-76.2475285,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/28/2022,2022,12,28,800,United States,US-NC-139,North Carolina,Pasquotank,Dances Bay,36.1856471,-76.2475285,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,12/28/2022,2022,12,28,1634,United States,US-TX-061,Texas,Cameron,Laguna Vista Nature Trail,26.1009454,-97.29914,Adult Female – 1,
Audio,Ruby-throated Hummingbird,Archilochus colubris,12/30/2022,2022,12,30,830,United States,US-NC-139,North Carolina,Pasquotank,Dances Bay,36.1856471,-76.2475285,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/3/2023,2023,1,3,1133,United States,US-FL-101,Florida,Pasco,"St. Leo Abbey, The Grotto",28.3341176,-82.2603625,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/3/2023,2023,1,3,1133,United States,US-FL-101,Florida,Pasco,"St. Leo Abbey, The Grotto",28.3341176,-82.2603625,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/3/2023,2023,1,3,1300,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/8/2023,2023,1,8,1114,United States,US-FL-037,Florida,Franklin,Apalachicola--Lafayette Park,29.7179031,-84.9883877,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/10/2023,2023,1,10,755,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/10/2023,2023,1,10,755,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/10/2023,2023,1,10,755,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/10/2023,2023,1,10,755,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/12/2023,2023,1,12,915,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/13/2023,2023,1,13,803,United States,US-FL-086,Florida,Miami-Dade,Bayfront Park,25.7731431,-80.1852098,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/13/2023,2023,1,13,803,United States,US-FL-086,Florida,Miami-Dade,Bayfront Park,25.7731431,-80.1852098,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/13/2023,2023,1,13,803,United States,US-FL-086,Florida,Miami-Dade,Bayfront Park,25.7731431,-80.1852098,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/13/2023,2023,1,13,803,United States,US-FL-086,Florida,Miami-Dade,Bayfront Park,25.7731431,-80.1852098,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/13/2023,2023,1,13,803,United States,US-FL-086,Florida,Miami-Dade,Bayfront Park,25.7731431,-80.1852098,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/14/2023,2023,1,14,1440,United States,US-FL-086,Florida,Miami-Dade,Kendale Lakes Park,25.6925076,-80.426445,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/14/2023,2023,1,14,1440,United States,US-FL-086,Florida,Miami-Dade,Kendale Lakes Park,25.6925076,-80.426445,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/14/2023,2023,1,14,1440,United States,US-FL-086,Florida,Miami-Dade,Kendale Lakes Park,25.6925076,-80.426445,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/16/2023,2023,1,16,1225,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/20/2023,2023,1,20,1415,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/21/2023,2023,1,21,716,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/25/2023,2023,1,25,745,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/27/2023,2023,1,27,1057,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,1/31/2023,2023,1,31,955,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/1/2023,2023,2,1,707,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/1/2023,2023,2,1,707,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/1/2023,2023,2,1,707,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/1/2023,2023,2,1,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/2/2023,2023,2,2,709,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/2/2023,2023,2,2,709,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/4/2023,2023,2,4,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/4/2023,2023,2,4,1730,United States,US-FL-117,Florida,Seminole,Cordova Drive,28.7905408,-81.2722816,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/4/2023,2023,2,4,1730,United States,US-FL-117,Florida,Seminole,Cordova Drive,28.7905408,-81.2722816,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/4/2023,2023,2,4,1730,United States,US-FL-117,Florida,Seminole,Cordova Drive,28.7905408,-81.2722816,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/6/2023,2023,2,6,1459,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/8/2023,2023,2,8,919,United States,US-NC-031,North Carolina,Carteret,Coastal Community Market (Historic),34.717871,-76.661491,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/9/2023,2023,2,9,1000,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/10/2023,2023,2,10,1106,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/10/2023,2023,2,10,1106,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/10/2023,2023,2,10,1106,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/11/2023,2023,2,11,801,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/11/2023,2023,2,11,830,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/11/2023,2023,2,11,830,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/11/2023,2023,2,11,830,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/13/2023,2023,2,13,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/13/2023,2023,2,13,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/14/2023,2023,2,14,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/15/2023,2023,2,15,728,United States,US-FL-115,Florida,Sarasota,Twin Lakes Park,27.2662268,-82.4368572,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/15/2023,2023,2,15,728,United States,US-FL-115,Florida,Sarasota,Twin Lakes Park,27.2662268,-82.4368572,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/15/2023,2023,2,15,728,United States,US-FL-115,Florida,Sarasota,Twin Lakes Park,27.2662268,-82.4368572,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/15/2023,2023,2,15,728,United States,US-FL-115,Florida,Sarasota,Twin Lakes Park,27.2662268,-82.4368572,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/15/2023,2023,2,15,728,United States,US-FL-115,Florida,Sarasota,Twin Lakes Park,27.2662268,-82.4368572,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/18/2023,2023,2,18,820,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/20/2023,2023,2,20,1043,United States,US-TX-061,Texas,Cameron,Laguna Vista Nature Trail,26.1009454,-97.29914,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/22/2023,2023,2,22,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/24/2023,2023,2,24,659,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/24/2023,2023,2,24,659,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/25/2023,2023,2,25,1131,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/27/2023,2023,2,27,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,2/28/2023,2023,2,28,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/5/2023,2023,3,5,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/5/2023,2023,3,5,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/5/2023,2023,3,5,915,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/5/2023,2023,3,5,915,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/7/2023,2023,3,7,1535,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/7/2023,2023,3,7,1535,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/8/2023,2023,3,8,1257,United States,US-VA-700,Virginia,Newport News,"stakeout White-winged Dove, River Road (2023)",37.0233145,-76.4592227,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/9/2023,2023,3,9,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/10/2023,2023,3,10,641,United States,US-TX-215,Texas,Hidalgo,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/10/2023,2023,3,10,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/10/2023,2023,3,10,1050,United States,US-FL-071,Florida,Lee,Six Mile Cypress Slough Preserve,26.5716209,-81.8258929,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/10/2023,2023,3,10,1050,United States,US-FL-071,Florida,Lee,Six Mile Cypress Slough Preserve,26.5716209,-81.8258929,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/12/2023,2023,3,12,1157,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/12/2023,2023,3,12,1157,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/12/2023,2023,3,12,1157,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/12/2023,2023,3,12,1635,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/13/2023,2023,3,13,1827,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/13/2023,2023,3,13,1827,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/13/2023,2023,3,13,1827,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/13/2023,2023,3,13,1827,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/13/2023,2023,3,13,1827,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/14/2023,2023,3,14,804,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/14/2023,2023,3,14,804,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/14/2023,2023,3,14,804,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/14/2023,2023,3,14,804,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/14/2023,2023,3,14,804,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/14/2023,2023,3,14,804,United States,US-FL-091,Florida,Okaloosa,"123 Gardner Dr, Shalimar US-FL 30.43772, -86.58522",30.437723,-86.585224,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/15/2023,2023,3,15,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/16/2023,2023,3,16,914,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/17/2023,2023,3,17,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/17/2023,2023,3,17,1402,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/17/2023,2023,3,17,1402,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/17/2023,2023,3,17,1402,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/19/2023,2023,3,19,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/20/2023,2023,3,20,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/21/2023,2023,3,21,720,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/21/2023,2023,3,21,725,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/21/2023,2023,3,21,725,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/21/2023,2023,3,21,1200,United States,US-TX-157,Texas,Fort Bend,Providence Subdivision,29.682,-95.644,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/23/2023,2023,3,23,758,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/23/2023,2023,3,23,758,United States,US-FL-117,Florida,Seminole,Alt.Springs (private),28.6742915,-81.4196765,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/25/2023,2023,3,25,1145,United States,US-TX-157,Texas,Fort Bend,Providence Subdivision,29.682,-95.644,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2023,2023,3,26,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/26/2023,2023,3,26,1530,United States,US-LA-047,Louisiana,Iberville,"LA: Iberville Par.; 3.7 mi. N St. Gabriel, 545 Pecan Drive",30.3107918,-91.0961008,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2023,2023,3,27,1138,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2023,2023,3,27,1751,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/27/2023,2023,3,27,1751,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/28/2023,2023,3,28,700,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/28/2023,2023,3,28,1815,United States,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/29/2023,2023,3,29,709,United States,US-FL-103,Florida,Pinellas,"93rd Avenue Home, Treasure Island",27.7547029,-82.76178,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/31/2023,2023,3,31,1100,United States,US-TX-157,Texas,Fort Bend,Providence Subdivision,29.682,-95.644,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/1/2023,2023,4,1,735,United States,US-FL-031,Florida,Duval,Theodore Roosevelt Area (NPS),30.3697,-81.482,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/1/2023,2023,4,1,1605,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/1/2023,2023,4,1,1605,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,855,United States,US-LA-033,Louisiana,East Baton Rouge,"Barbet Lair, Poet's District",30.430173,-91.163863,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,855,United States,US-LA-033,Louisiana,East Baton Rouge,"Barbet Lair, Poet's District",30.430173,-91.163863,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,950,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,950,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,950,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,950,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,950,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,950,United States,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,1147,United States,US-AL-003,Alabama,Baldwin,"10441 2nd Street, Gulf Shores, Alabama, US (30.244, -87.845)",30.2442248,-87.8449139,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,1147,United States,US-AL-003,Alabama,Baldwin,"10441 2nd Street, Gulf Shores, Alabama, US (30.244, -87.845)",30.2442248,-87.8449139,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,1147,United States,US-AL-003,Alabama,Baldwin,"10441 2nd Street, Gulf Shores, Alabama, US (30.244, -87.845)",30.2442248,-87.8449139,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,1615,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/2/2023,2023,4,2,1615,United States,US-TX-245,Texas,Jefferson,Residence,29.9871597,-94.0188396,Adult Male – 1,
