Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2016,2016,8,21,940,US-VT-011,Vermont,Franklin,Enosburg Mtn Rd,44.8509707,-72.6694241,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2016,2016,8,21,1258,US-WI-073,Wisconsin,Marathon,Cedarbrook Farm,44.9659162,-89.5850195,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2016,2016,8,21,1258,US-WI-073,Wisconsin,Marathon,Cedarbrook Farm,44.9659162,-89.5850195,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2016,2016,8,21,1855,US-GA-135,Georgia,Gwinnett,Blythe Bird Watchers,34.0307783,-83.923656,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2016,2016,8,22,1215,US-ME-027,Maine,Waldo,grandma ruths,44.5994616,-69.1999437,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2016,2016,8,22,1215,US-ME-027,Maine,Waldo,grandma ruths,44.5994616,-69.1999437,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2016,2016,8,22,1730,US-NY-073,New York,Orleans,Yard Area 12534 Hemlock Ridge Road Medina NY,43.1698568,-78.3140096,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/23/2016,2016,8,23,800,US-TX-265,Texas,Kerr,Heart of the Hills Fisheries Ctr. (HOTW 069),30.1574845,-99.34811,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/23/2016,2016,8,23,800,US-TX-265,Texas,Kerr,Heart of the Hills Fisheries Ctr. (HOTW 069),30.1574845,-99.34811,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/23/2016,2016,8,23,1000,US-AR-007,Arkansas,Benton,Loch Lomond Marina. Bella Vista,36.4675675,-94.3135259,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/23/2016,2016,8,23,1320,US-WV-031,West Virginia,Hardy,3836 Parker Hollow Road,39.0102182,-78.8258207,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/23/2016,2016,8,23,1836,US-MD-005,Maryland,Baltimore,CCBC Catonsville,39.2567721,-76.7376807,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/23/2016,2016,8,23,1836,US-MD-005,Maryland,Baltimore,CCBC Catonsville,39.2567721,-76.7376807,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/24/2016,2016,8,24,704,US-NY-109,New York,Tompkins,"Boyer Creek Farm, Caroline",42.3432727,-76.2994856,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/24/2016,2016,8,24,1840,US-TX-091,Texas,Comal,Saw Grass Residence,29.8099097,-98.4016147,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2016,2016,8,25,850,US-KS-169,Kansas,Saline,Kroeker Farm,38.8595688,-97.7236944,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2016,2016,8,25,850,US-KS-169,Kansas,Saline,Kroeker Farm,38.8595688,-97.7236944,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2016,2016,8,25,850,US-KS-169,Kansas,Saline,Kroeker Farm,38.8595688,-97.7236944,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2016,2016,8,25,850,US-KS-169,Kansas,Saline,Kroeker Farm,38.8595688,-97.7236944,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2016,2016,8,25,955,US-PA-017,Pennsylvania,Bucks,Feasterville-Trevose,40.1583609,-75.0154853,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2016,2016,8,25,1600,US-WI-025,Wisconsin,Dane,yard Madison west side,43.0765997,-89.5024234,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2016,2016,8,25,1855,US-TX-339,Texas,Montgomery,The Woodlands- Capstone,30.1906893,-95.5097294,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/26/2016,2016,8,26,750,US-SC-019,South Carolina,Charleston,"Eastwood, James Island",32.7434646,-79.9136066,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,740,US-GA-121,Georgia,Fulton,Benton Woods,33.9054708,-84.3736053,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,930,US-OH-049,Ohio,Franklin,Blendon Woods Metro Park,40.0716223,-82.8795313,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,1022,US-GA-089,Georgia,DeKalb,Jerry's Place,33.6655857,-84.3017321,Adult Male,
Audio,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,1552,US-TN-093,Tennessee,Knox,Sumrall house,35.8856064,-84.1208394,Adult Female,
Audio,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,1552,US-TN-093,Tennessee,Knox,Sumrall house,35.8856064,-84.1208394,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,1835,US-WI-025,Wisconsin,Dane,F/L-all (private),43.1213792,-89.2791581,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,1835,US-WI-025,Wisconsin,Dane,F/L-all (private),43.1213792,-89.2791581,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/28/2016,2016,8,28,1835,US-WI-025,Wisconsin,Dane,F/L-all (private),43.1213792,-89.2791581,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/29/2016,2016,8,29,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/29/2016,2016,8,29,739,US-TN-065,Tennessee,Hamilton,Cravens House,35.0138989,-85.3417233,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/29/2016,2016,8,29,1734,US-AL-089,Alabama,Madison,Hickory Woods-Huntsville,34.7132547,-86.5485978,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/30/2016,2016,8,30,739,US-MO-039,Missouri,Cedar,Stockton Ranch (Private),37.6730422,-93.7268252,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/30/2016,2016,8,30,800,US-AR-007,Arkansas,Benton,BV Home,36.4801213,-94.3373519,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/30/2016,2016,8,30,1615,US-NC-085,North Carolina,Harnett,Overhills Creek,35.2495437,-78.950992,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2016,2016,8,31,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2016,2016,8,31,736,US-WI-027,Wisconsin,Dodge,Redwood rd w7024,43.5489486,-88.7516034,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2016,2016,8,31,736,US-WI-027,Wisconsin,Dodge,Redwood rd w7024,43.5489486,-88.7516034,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2016,2016,8,31,800,US-AR-007,Arkansas,Benton,BV Home,36.4801213,-94.3373519,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2016,2016,8,31,1056,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2016,2016,8,31,1056,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2016,2016,8,31,1056,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/1/2016,2016,9,1,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/1/2016,2016,9,1,850,US-CO-069,Colorado,Larimer,Horsetooth Lake Estates,40.5188981,-105.1747284,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/1/2016,2016,9,1,850,US-CO-069,Colorado,Larimer,Horsetooth Lake Estates,40.5188981,-105.1747284,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/1/2016,2016,9,1,850,US-CO-069,Colorado,Larimer,Horsetooth Lake Estates,40.5188981,-105.1747284,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/1/2016,2016,9,1,850,US-CO-069,Colorado,Larimer,Horsetooth Lake Estates,40.5188981,-105.1747284,Adult Male,
Audio,Ruby-throated Hummingbird,Archilochus colubris,9/1/2016,2016,9,1,850,US-CO-069,Colorado,Larimer,Horsetooth Lake Estates,40.5188981,-105.1747284,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/1/2016,2016,9,1,1315,US-TN-093,Tennessee,Knox,Teras Point,36.0909158,-83.907609,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/2/2016,2016,9,2,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/2/2016,2016,9,2,1212,US-SC-045,South Carolina,Greenville,Old Home,34.9043108,-82.4155876,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/3/2016,2016,9,3,700,US-LA-103,Louisiana,St. Tammany,LA: Covington - Tchefuncta Estates,30.428786,-90.1287729,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/3/2016,2016,9,3,700,US-LA-103,Louisiana,St. Tammany,LA: Covington - Tchefuncta Estates,30.428786,-90.1287729,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/3/2016,2016,9,3,700,US-LA-103,Louisiana,St. Tammany,LA: Covington - Tchefuncta Estates,30.428786,-90.1287729,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/3/2016,2016,9,3,700,US-LA-103,Louisiana,St. Tammany,LA: Covington - Tchefuncta Estates,30.428786,-90.1287729,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/4/2016,2016,9,4,700,US-MI-147,Michigan,St. Clair,Algonac SP,42.6499388,-82.521431,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/4/2016,2016,9,4,720,US-GA-121,Georgia,Fulton,Benton Woods,33.9054708,-84.3736053,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/4/2016,2016,9,4,910,US-TN-045,Tennessee,Dyer,Rolling Meadows,36.0275306,-89.3509834,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/4/2016,2016,9,4,1150,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,730,US-NE-153,Nebraska,Sarpy,Olson Yard,41.1421933,-96.0303188,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2016,2016,9,5,1600,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.999105,-75.6039593,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/6/2016,2016,9,6,645,US-NE-109,Nebraska,Lancaster,The Whitney residence,40.8398043,-96.7338359,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/6/2016,2016,9,6,1135,US-TX-201,Texas,Harris,San Jacinto Battleground (UTC 041),29.7506484,-95.0770891,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/6/2016,2016,9,6,1135,US-TX-201,Texas,Harris,San Jacinto Battleground (UTC 041),29.7506484,-95.0770891,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/7/2016,2016,9,7,640,US-VA-127,Virginia,New Kent,Five Lakes,37.505831,-77.175045,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/7/2016,2016,9,7,640,US-VA-127,Virginia,New Kent,Five Lakes,37.505831,-77.175045,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/7/2016,2016,9,7,1605,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,0,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2016,2016,9,9,1702,US-NH-011,New Hampshire,Hillsborough,Home,43.008169,-71.4417765,Adult Female,
Audio,Ruby-throated Hummingbird,Archilochus colubris,9/10/2016,2016,9,10,1729,US-TN-093,Tennessee,Knox,Sumrall house,35.8856064,-84.1208394,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2016,2016,9,12,700,US-MO-071,Missouri,Franklin,Rocky Ridge,38.3680061,-91.2471597,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2016,2016,9,12,700,US-MO-071,Missouri,Franklin,Rocky Ridge,38.3680061,-91.2471597,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2016,2016,9,12,700,US-MS-059,Mississippi,Jackson,Pascagoula Johnston yard,30.3525543,-88.5297382,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2016,2016,9,12,700,US-MS-059,Mississippi,Jackson,Pascagoula Johnston yard,30.3525543,-88.5297382,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2016,2016,9,12,700,US-MS-059,Mississippi,Jackson,Pascagoula Johnston yard,30.3525543,-88.5297382,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2016,2016,9,12,707,US-NY-029,New York,Erie,Woodlawn Beach SP,42.790592,-78.850687,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2016,2016,9,12,1715,US-TX-201,Texas,Harris,Langsbury Dr,29.829078,-95.683289,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/13/2016,2016,9,13,1730,US-TN-045,Tennessee,Dyer,Rolling Meadows,36.0275306,-89.3509834,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/13/2016,2016,9,13,1730,US-IN-097,Indiana,Marion,Fort Harrison SP,39.871606,-86.0251808,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/14/2016,2016,9,14,1600,US-NH-007,New Hampshire,Coos,Bretton Woods,44.2606914,-71.4651632,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/15/2016,2016,9,15,1130,US-FL-095,Florida,Orange,MHK-RSS Yard-b,28.49272,-81.36019,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/15/2016,2016,9,15,1521,US-IL-197,Illinois,Will,Des Plaines SFWA,41.3705,-88.2047,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/16/2016,2016,9,16,830,US-TX-453,Texas,Travis,Auditorium Shores / Disch Field,30.2631381,-97.7522091,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/16/2016,2016,9,16,830,US-TX-453,Texas,Travis,Auditorium Shores / Disch Field,30.2631381,-97.7522091,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/16/2016,2016,9,16,830,US-TX-453,Texas,Travis,Auditorium Shores / Disch Field,30.2631381,-97.7522091,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/16/2016,2016,9,16,950,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/16/2016,2016,9,16,950,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/18/2016,2016,9,18,645,US-TX-061,Texas,Cameron,mama's house,26.1288138,-97.6373136,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/19/2016,2016,9,19,730,US-TX-061,Texas,Cameron,mama's house,26.1288138,-97.6373136,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/20/2016,2016,9,20,1330,US-LA-103,Louisiana,St. Tammany,LA: Covington - Penn Mill Lakes (Yard/Subd),30.519806,-90.1514858,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/20/2016,2016,9,20,1330,US-LA-103,Louisiana,St. Tammany,LA: Covington - Penn Mill Lakes (Yard/Subd),30.519806,-90.1514858,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/20/2016,2016,9,20,1330,US-LA-103,Louisiana,St. Tammany,LA: Covington - Penn Mill Lakes (Yard/Subd),30.519806,-90.1514858,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/21/2016,2016,9,21,1619,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/22/2016,2016,9,22,1838,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/23/2016,2016,9,23,610,US-TN-121,Tennessee,Meigs,Watts Bar--Watts Bar Landing (Meigs Co.),35.617884,-84.7759151,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2016,2016,9,25,1525,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2016,2016,9,26,700,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/27/2016,2016,9,27,700,US-MS-059,Mississippi,Jackson,Pascagoula Johnston yard,30.3525543,-88.5297382,Adult,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/27/2016,2016,9,27,1830,US-TN-093,Tennessee,Knox,Teras Point,36.0909158,-83.907609,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/29/2016,2016,9,29,1922,US-SD-043,South Dakota,Douglas,Armour - yard list,43.321197,-98.3476996,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2016,2016,10,1,1110,US-NJ-023,New Jersey,Middlesex,Home,40.4401455,-74.4573766,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/2/2016,2016,10,2,834,US-TN-065,Tennessee,Hamilton,home,35.1264549,-85.0544143,Adult Female,
